precision,recall,f1-score,support
1.0,0.7878787878787878,0.8813559322033898,132.0
0.7227722772277227,1.0,0.8390804597701149,73.0
0.8634146341463415,0.8634146341463415,0.8634146341463415,0.8634146341463415
0.8613861386138614,0.8939393939393939,0.8602181959867523,205.0
0.9012798840859695,0.8634146341463415,0.866301739580809,205.0
