precision,recall,f1-score,support
0.9777777777777777,1.0,0.9887640449438202,132.0
1.0,0.958904109589041,0.9790209790209791,73.0
0.9853658536585366,0.9853658536585366,0.9853658536585366,0.9853658536585366
0.9888888888888889,0.9794520547945205,0.9838925119823996,205.0
0.9856910569105691,0.9853658536585366,0.9852945629322719,205.0
