Feature,Importance
PS2_features_std,0.24141342153036738
PS2_features_mean,0.18529237707778703
FS1_features_q75,0.1326708745844316
FS1_features_mean,0.12555475196820481
FS1_features_median,0.07209446077176736
PS2_features_median,0.07137800624740549
PS2_features_q25,0.058197249843994284
FS1_features_q25,0.05464644602608062
FS1_features_max_min,0.03831823627093041
PS2_features_max_min,0.020434175679031004
