Feature,Importance
PS2_features_variability_coef,0.6794634458547171
FS1_features_mean,0.11904625789622662
FS1_features_q75,0.1158867299469734
PS2_features_q25,0.046703190630705736
FS1_features_max_min,0.027430025857998967
PS2_features_max_min,0.011470349813378222
