precision,recall,f1-score,support
1.0,0.7651515151515151,0.8669527896995708,132.0
0.7019230769230769,1.0,0.8248587570621468,73.0
0.848780487804878,0.848780487804878,0.848780487804878,0.848780487804878
0.8509615384615384,0.8825757575757576,0.8459057733808588,205.0
0.8938555347091932,0.848780487804878,0.8519632073457565,205.0
