Feature,Importance
PS2_features_std,0.25164993732587587
PS2_features_mean,0.17274523405975764
FS1_features_mean,0.143626969225508
FS1_features_q75,0.10760541474236046
FS1_features_median,0.07925525426993273
PS2_features_median,0.07289682040476357
PS2_features_q25,0.0597985951773463
FS1_features_q25,0.05685144034538448
FS1_features_max_min,0.03691570184745718
PS2_features_max_min,0.01865463260161362
