precision,recall,f1-score,support
1.0,0.8409090909090909,0.9135802469135803,132.0
0.776595744680851,1.0,0.8742514970059879,73.0
0.8975609756097561,0.8975609756097561,0.8975609756097561,0.8975609756097561
0.8882978723404256,0.9204545454545454,0.8939158719597842,205.0
0.9204462895692785,0.8975609756097561,0.8995753749952669,205.0
