Feature,Importance
PS2_features_std,0.25111632836756975
PS2_features_mean,0.18752513436314483
FS1_features_mean,0.11411225076637953
FS1_features_q75,0.10738399067481975
FS1_features_median,0.10354699198458643
PS2_features_q25,0.069945633387425
PS2_features_median,0.06946704441587964
FS1_features_q25,0.04509602726637865
FS1_features_max_min,0.03462247912324334
PS2_features_max_min,0.017184119650573152
